date,year,location,rainfall,temp,temp_min,temp_max
2018-10-08,2018,WIH2,0.508,16.86,10,25.61
2018-10-09,2018,WIH2,11.176,22.23,17.78,26.72
2018-10-10,2018,WIH2,0.00254,19.92,15.61,22.22
2018-10-11,2018,WIH2,0,6.93,3.28,13.89
2018-10-12,2018,WIH2,0,3.44,1.72,5
2018-10-13,2018,WIH2,0.00254,3.35,-1.72,8.89
2018-10-14,2018,WIH2,0.254,7.23,3.89,10
2018-10-15,2018,WIH2,0,2.29,0.61,5.61
2018-10-16,2018,WIH2,0,6.49,2.78,13.89
2018-10-17,2018,WIH2,0,6.56,3.89,10
2019-06-10,2019,COH1,0.00254,15.69,5.61,27.22
2019-06-11,2019,COH1,0.00254,18.09,8.89,25.61
2019-06-12,2019,COH1,0.00254,17.22,10.61,23.89
2019-06-13,2019,COH1,0.00254,20.06,7.78,32.22
2019-06-14,2019,COH1,0.00254,20.75,12.78,28.28
2019-06-15,2019,COH1,0.00254,20.53,12.22,26.72
2019-06-16,2019,COH1,0.00254,19.1,10.61,27.22
2019-06-17,2019,COH1,16.51,17.6,12.78,23.28
2019-06-18,2019,COH1,0.508,16.38,13,22.78
2019-06-19,2019,COH1,0,18.16,11.11,28.28
2019-06-20,2019,COH1,0.00254,21.51,12.22,30.61
2019-06-21,2019,COH1,3.556,15.9,11.11,25
2019-06-22,2019,COH1,1.524,11.62,8,17.22
2019-06-23,2019,COH1,0.508,12.05,7.22,17.78
2019-06-24,2019,COH1,0.00254,16.73,7.22,27.78
2019-06-25,2019,COH1,0,21.8,11.72,30
2019-06-26,2019,COH1,0,22.02,10,32.22
2019-06-27,2019,COH1,0,21.6,11.11,32.78
2019-06-28,2019,COH1,0,24.3,11.11,35.61
2019-06-29,2019,COH1,0,27.49,17.78,35.61
2019-06-30,2019,COH1,0.00254,25.21,16.72,33.89
2019-07-01,2019,COH1,2.286,22.59,16.11,28.89
2019-07-02,2019,COH1,0.00254,21.84,14.39,31.11
2019-07-03,2019,COH1,0,23.52,13.89,35
2019-07-04,2019,COH1,0.00254,21.91,14.39,32.22
2019-07-05,2019,COH1,0.762,20.82,15,27.78
2019-07-06,2019,COH1,0,20.8,13.89,30
2019-07-07,2019,COH1,4.572,20.57,12.78,31.72
2019-07-08,2019,COH1,0,21.69,15.61,30.61
2019-07-09,2019,COH1,0,22.46,12.22,32.78
2019-07-10,2019,COH1,0,21.28,11.11,30
2019-07-11,2019,COH1,0,23.99,13.28,37.22
2019-07-12,2019,COH1,0,26.46,15,35.61
2019-07-13,2019,COH1,0,23.17,12.78,34.39
2019-07-14,2019,COH1,0.00254,25.7,16.72,35.61
2019-07-15,2019,COH1,0.00254,24.53,15.61,32.22
2019-07-16,2019,COH1,0,23.45,13.89,36.11
2019-07-17,2019,COH1,0,25.98,14.39,35.61
2019-07-18,2019,COH1,0,26.74,14.39,38.89
2019-07-19,2019,COH1,0.00254,25.84,12.78,38.89
2019-07-20,2019,COH1,0.00254,25.02,17.22,35.61
2019-07-21,2019,COH1,0,21.6,15.61,30.61
2019-07-22,2019,COH1,0,21.92,16.11,28.28
2019-07-23,2019,COH1,0,22.72,15,32.22
2019-07-24,2019,COH1,0.254,25.98,13.89,37.22
2019-07-25,2019,COH1,0,24.68,18.89,31.72
2019-07-26,2019,COH1,1.778,24.79,13.28,36.11
2019-07-27,2019,COH1,0.00254,23.93,17.22,31.11
2019-07-28,2019,COH1,0,24.19,15.61,32.78
2019-07-29,2019,COH1,0,23.61,14.39,33.89
2019-07-30,2019,COH1,0,24.49,13.28,37.78
2019-07-31,2019,COH1,0.254,23.65,14.39,32.22
2019-08-01,2019,COH1,0.00254,23.41,15.61,30
2019-08-02,2019,COH1,0,23.08,15.61,33.28
2019-08-03,2019,COH1,0,24.18,14.39,35
2019-08-04,2019,COH1,3.048,25.3,15,35
2019-08-05,2019,COH1,0.254,24.04,18,32.22
2019-08-06,2019,COH1,0,23.56,15.61,35
2019-08-07,2019,COH1,4.572,24.01,16.72,32.22
2019-08-08,2019,COH1,0,21.6,16.72,30
2019-08-09,2019,COH1,0.254,23.97,17.22,35
2019-08-10,2019,COH1,0,23.8,17.22,30
2019-08-11,2019,COH1,0,22.23,16.72,29.39
2019-08-12,2019,COH1,0.762,22.45,11.72,34.39
2019-08-13,2019,COH1,0.00254,22.51,12.78,30
2019-08-14,2019,COH1,0.00254,22.08,13.28,32
2019-08-15,2019,COH1,0,22.68,13.28,33.89
2019-08-16,2019,COH1,0,20.93,13.89,28.89
2019-08-17,2019,COH1,0.00254,21.8,10.61,30.61
2019-08-18,2019,COH1,0,20.59,13.89,32.22
2019-08-19,2019,COH1,0,24.23,12.78,37.22
2019-08-20,2019,COH1,0.00254,25.72,15.61,37.78
2019-08-21,2019,COH1,0.508,22.64,15.61,29.39
2019-08-22,2019,COH1,0.00254,22.38,14.39,31.11
2019-08-23,2019,COH1,0.254,22.46,15,31.11
2019-08-24,2019,COH1,0,20.9,13.89,31.11
2019-08-25,2019,COH1,0,23.07,12.22,35.61
2019-08-26,2019,COH1,0,21.32,13.89,30
2019-08-27,2019,COH1,0,18.42,13.28,25
2019-08-28,2019,COH1,0,19.5,8.28,33.89
2019-08-29,2019,COH1,0,20.46,9.39,31.11
2019-08-30,2019,COH1,0.254,19.49,13.28,30
2019-08-31,2019,COH1,0,23.05,15.61,32.22
2019-09-01,2019,COH1,0,24.26,13.28,36.72
2019-09-02,2019,COH1,0,25.18,13.28,38.89
2019-09-03,2019,COH1,0,22,11.72,35.61
2019-09-04,2019,COH1,0,22.9,15,33.89
2019-09-05,2019,COH1,0.254,24.85,13.28,36.72
2019-09-06,2019,COH1,0.00254,22.77,16.11,28.89
2019-09-07,2019,COH1,0.00254,22.58,14.39,31.72
2019-09-08,2019,COH1,3.302,17.67,10.61,26.72
2019-09-09,2019,COH1,3.302,18.11,14,30
2019-09-10,2019,COH1,0,19.39,13.28,28.28
2019-09-11,2019,COH1,0.762,18.38,14,24.39
2019-09-12,2019,COH1,0,16.59,10.61,23.89
2019-09-13,2019,COH1,0,15.29,6.72,27.22
2019-09-14,2019,COH1,0,17.57,7.22,30.61
2019-09-15,2019,COH1,0,18.45,8.28,30.61
2019-09-16,2019,COH1,0,21.14,12.22,32.78
2019-09-17,2019,COH1,0,19.56,10.61,31.11
2019-09-18,2019,COH1,0,18.17,8.28,26.11
2019-09-19,2019,COH1,0,17.95,8.28,30
2019-09-20,2019,COH1,0.00254,21.29,11.72,30.61
2019-09-21,2019,COH1,0.254,17.08,6.72,24.39
2019-09-22,2019,COH1,0,13.08,5,22.78
2019-09-23,2019,COH1,0,14.86,4.39,27.78
2019-09-24,2019,COH1,0,17.4,6.72,29.39
2019-09-25,2019,COH1,0,16.46,7.78,25.61
2019-09-26,2019,COH1,0.00254,15.14,5,28.89
2019-09-27,2019,COH1,2.286,15.59,7.78,21.72
2019-09-28,2019,COH1,0,13.63,7.22,23.28
2019-09-29,2019,COH1,0,13.7,7,32.22
2019-09-30,2019,COH1,0.762,17.17,8.89,27.22
2019-10-01,2019,COH1,0.00254,9.78,7.78,13.89
2019-10-02,2019,COH1,0,7,4,14.39
2019-10-03,2019,COH1,0,11.07,4.39,21.11
2019-10-04,2019,COH1,0,10.98,3.28,24.39
2019-10-05,2019,COH1,0,14.23,7.78,20.61
2019-10-06,2019,COH1,0,11.76,7.22,17.78
2019-10-07,2019,COH1,0,8.76,-2.78,24.39
2019-10-08,2019,COH1,0,10.46,-1.11,25
2019-10-09,2019,COH1,0.254,11.3,1.11,27.22
2019-10-10,2019,COH1,0.00254,-3.43,-6.11,6.11
2019-10-11,2019,COH1,0,-1.58,-10.61,12.22
2019-10-12,2019,COH1,0,3.52,-7.22,17.22
2019-10-13,2019,COH1,0,7.04,-5.61,23.28
2019-10-14,2019,COH1,0,9.5,-2.78,23.89
2019-10-15,2019,COH1,0,8.52,0,16.72
2019-10-16,2019,COH1,0,8.29,-1.72,25
2019-10-17,2019,COH1,0,10.47,-1.11,25
2019-10-18,2019,COH1,0,10.41,1.72,18.89
2019-10-19,2019,COH1,0,7.96,-2.78,18.28
2019-10-20,2019,COH1,0,8.16,3.28,14.39
2019-10-21,2019,COH1,0,6.48,2.22,11.72
2019-10-22,2019,COH1,0,6.43,-4.39,17.22
2019-10-23,2019,COH1,0,7.48,2.78,13.28
2019-10-24,2019,COH1,0,2.64,-4.39,8.89
2019-10-25,2019,COH1,0,2.78,-8.28,18.89
2019-10-26,2019,COH1,0.00254,7.86,-4.39,22.78
2019-10-27,2019,COH1,0.254,-2.52,-6.11,5
2019-10-28,2019,COH1,0.00254,-6.61,-8.28,-1
2019-10-29,2019,COH1,0.00254,-9.48,-11.72,-5.61
2019-10-30,2019,COH1,0.00254,-10.95,-13,-3.28
2019-10-31,2019,COH1,0,-13.11,-20.61,3.89
2019-11-01,2019,COH1,0,-1.83,-6.72,3.89
2019-11-02,2019,COH1,0,-2.55,-10,8.28
2019-11-03,2019,COH1,0,1.09,-6.72,14.39
2019-11-04,2019,COH1,0.00254,5.25,2.78,8.89
2019-11-05,2019,COH1,0.00254,1.94,-3.28,13.89
2019-05-09,2019,DEH1,0.00254,18.06,12.78,24.39
2019-05-10,2019,DEH1,1.016,21.35,16.72,27.22
2019-05-11,2019,DEH1,4.572,19.9,16.11,22.22
2019-05-12,2019,DEH1,4.064,13.6,11.11,16
2019-05-13,2019,DEH1,0.00254,11.22,10,13.28
2019-05-14,2019,DEH1,0.00254,11.63,8.89,16.72
2019-05-15,2019,DEH1,0.762,14.61,7.78,22.78
2019-05-16,2019,DEH1,0,17.69,12.22,23.89
2019-05-17,2019,DEH1,0,20.7,14.39,27.22
2019-05-18,2019,DEH1,0.762,21.69,18.89,23.89
2019-05-19,2019,DEH1,0,17.22,17.22,17.22
2019-05-20,2019,DEH1,0,28.38,25,31.11
2019-05-21,2019,DEH1,0,21.07,17.78,25
2019-05-22,2019,DEH1,8.382,17.35,10.61,23.28
2019-05-23,2019,DEH1,0,20.06,12.78,28.28
2019-05-24,2019,DEH1,0,24.15,20,27.78
2019-05-25,2019,DEH1,0.00254,19.52,15,22.78
2019-05-26,2019,DEH1,11.938,24.8,18.89,32.22
2019-05-27,2019,DEH1,13.208,23.26,20,27.78
2019-05-28,2019,DEH1,0,21.73,17.22,30
2019-05-29,2019,DEH1,10.414,27.63,20.61,33.28
2019-05-30,2019,DEH1,1.016,24.42,20.61,31.72
2019-05-31,2019,DEH1,0,23.98,20,28.89
2019-06-01,2019,DEH1,0,22.54,19.39,26.72
2019-06-02,2019,DEH1,0.254,23.9,17.22,30
2019-06-03,2019,DEH1,0,21.2,17.22,25
2019-06-04,2019,DEH1,2.54,17.61,10.61,23.89
2019-06-05,2019,DEH1,2.794,22.53,17.22,28.89
2019-06-06,2019,DEH1,0,22.46,21.72,23.28
2019-06-07,2019,DEH1,0,24.59,21.11,26.11
2019-06-08,2019,DEH1,0.508,19.73,17.22,24.39
2019-06-09,2019,DEH1,12.192,20.33,18.89,22.78
2019-06-10,2019,DEH1,7.112,22.63,18.28,28.89
2019-06-11,2019,DEH1,0.00254,22.79,18.89,26.11
2019-06-12,2019,DEH1,7.366,19.37,13.89,23.28
2019-06-13,2019,DEH1,1.778,20.04,16.72,23.89
2019-06-14,2019,DEH1,0,19.44,15,23.28
2019-06-15,2019,DEH1,0,20.65,12.78,27.78
2019-06-16,2019,DEH1,0.00254,24.49,19.39,30
2019-06-17,2019,DEH1,1.524,27.46,24.39,32.22
2019-06-18,2019,DEH1,14.478,25.34,21.72,30.61
2019-06-19,2019,DEH1,0.00254,24.82,21.72,30
2019-06-20,2019,DEH1,6.604,27.41,23.28,32.22
2019-06-21,2019,DEH1,0,23.45,20.61,28.28
2019-06-22,2019,DEH1,0,23.14,17.78,27.78
2019-06-23,2019,DEH1,0,22.46,16.11,28.28
2019-06-24,2019,DEH1,0.254,23.98,17.22,31.11
2019-06-25,2019,DEH1,0,26.54,23.89,30.61
2019-06-26,2019,DEH1,0,27.25,21.11,32.22
2019-06-27,2019,DEH1,0.762,28.12,22.22,33.89
2019-06-28,2019,DEH1,0.254,27.64,21.72,33.28
2019-06-29,2019,DEH1,0.508,27.19,23.28,34.39
2019-06-30,2019,DEH1,0,26.51,22.78,31.72
2019-07-01,2019,DEH1,0,24.26,17.78,30
2019-07-02,2019,DEH1,0.00254,25.71,18.28,33.28
2019-07-03,2019,DEH1,0,28.39,22.22,33.89
2019-07-04,2019,DEH1,0.00254,27.69,23.28,32.78
2019-07-05,2019,DEH1,0,27.3,25,33.28
2019-07-06,2019,DEH1,0.762,28.44,23.89,33.28
2019-07-07,2019,DEH1,1.27,26.3,23.28,30
2019-07-08,2019,DEH1,0,24.01,21.72,26.11
2019-07-09,2019,DEH1,0,23.74,17.78,30
2019-07-10,2019,DEH1,0.762,25.16,18.28,31.11
2019-07-11,2019,DEH1,8.128,26.77,20.61,34.39
2019-07-12,2019,DEH1,0,25.58,22.78,32.22
2019-07-13,2019,DEH1,0,26.95,22.78,31.72
2019-07-14,2019,DEH1,0,28.69,22.78,35
2019-07-15,2019,DEH1,0,27.48,21.72,32.22
2019-07-16,2019,DEH1,0,27.68,21.11,34.39
2019-07-17,2019,DEH1,6.858,30.55,25.61,37.22
2019-07-18,2019,DEH1,0,27.7,23.89,34.39
2019-07-19,2019,DEH1,0,30.15,25,35.61
2019-07-20,2019,DEH1,0,31.57,27.22,36.72
2019-07-21,2019,DEH1,0.508,31.99,27.22,37.22
2019-07-22,2019,DEH1,0.508,30.95,25.61,35.61
2019-07-23,2019,DEH1,0.00254,23.35,20,30.61
2019-07-24,2019,DEH1,0,22.15,20,28.28
2019-07-25,2019,DEH1,0,23.73,17.78,29.39
2019-07-26,2019,DEH1,0,24.2,17.78,30.61
2019-07-27,2019,DEH1,0,24.94,18.28,31.11
2019-07-28,2019,DEH1,0,26.25,20,33.28
2019-07-29,2019,DEH1,0,27.77,22.22,34.39
2019-07-30,2019,DEH1,4.318,27.43,22.22,34.39
2019-07-31,2019,DEH1,3.048,26.29,21.72,33.28
2019-08-01,2019,DEH1,7.62,24.54,21.11,31.11
2019-08-02,2019,DEH1,0.00254,24.42,21.72,28.28
2019-08-03,2019,DEH1,0.254,25.81,21.11,29.39
2019-08-04,2019,DEH1,0,26.56,22.22,30.61
2019-08-05,2019,DEH1,0.508,25.96,22.78,30.61
2019-08-06,2019,DEH1,24.638,25.81,22.78,29.39
2019-08-07,2019,DEH1,0.254,26.48,21.72,33.28
2019-08-08,2019,DEH1,0,25.38,20.61,31.72
2019-08-09,2019,DEH1,0.00254,25.66,22.22,31.11
2019-08-10,2019,DEH1,0,27.06,24.39,27.78
2019-08-11,2019,DEH1,0,23.78,17.22,30
2019-08-12,2019,DEH1,16.002,23.71,16.72,31.11
2019-08-13,2019,DEH1,4.572,25.72,22.78,30
2019-08-14,2019,DEH1,0,26.44,23.28,31.72
2019-08-15,2019,DEH1,0,24.44,21.72,27.22
2019-08-16,2019,DEH1,0,23.6,21.11,28.89
2019-08-17,2019,DEH1,0,25.4,22.22,30
2019-08-18,2019,DEH1,3.048,26.52,23.28,31.11
2019-08-19,2019,DEH1,0.254,25,22.78,33.89
2019-08-20,2019,DEH1,0.00254,25.82,21.72,30.61
2019-08-21,2019,DEH1,2.032,25.62,21.72,31.72
2019-08-22,2019,DEH1,10.414,26.31,22.22,32.78
2019-08-23,2019,DEH1,0,22.73,19,27.22
2019-08-24,2019,DEH1,0.508,20.77,17.22,25
2019-08-25,2019,DEH1,0.00254,20.13,15,24.39
2019-08-26,2019,DEH1,0,20.65,19.39,23.28
2019-08-27,2019,DEH1,0,20.79,16.72,24.39
2019-08-28,2019,DEH1,0,24.15,21,28.28
2019-08-29,2019,DEH1,0,23.79,18.89,28.28
2019-08-30,2019,DEH1,0,23.09,15.61,31.11
2019-08-31,2019,DEH1,0,23.88,19.39,30
2019-09-01,2019,DEH1,0,22.93,19.39,27.22
2019-09-02,2019,DEH1,17.78,23.99,18.89,31.72
2019-09-03,2019,DEH1,0,23.03,18.89,28.28
2019-09-04,2019,DEH1,0,21.11,20.61,22.78
2019-09-05,2019,DEH1,4.318,23.31,22.22,25
2019-09-06,2019,DEH1,0,20.76,18.28,22.22
2019-09-07,2019,DEH1,0,19.57,13.89,26.72
2019-09-08,2019,DEH1,0.00254,21.6,16.72,28.28
2019-09-09,2019,DEH1,0,22.97,17.78,28.28
2019-09-10,2019,DEH1,0,22.24,17.22,27.78
2019-03-28,2019,GAH1,0,13.11,7,21.61
2019-03-29,2019,GAH1,0,17.03,8.39,23.5
2019-03-30,2019,GAH1,0,18.32,12.22,25.72
2019-03-31,2019,GAH1,0,17.26,11.5,20.72
2019-04-01,2019,GAH1,0,11.26,8.61,14.11
2019-04-02,2019,GAH1,0,12.52,8.5,17.72
2019-04-03,2019,GAH1,0,16.82,9,21.5
2019-04-04,2019,GAH1,0,17.15,8.22,24.5
2019-04-05,2019,GAH1,0,21.13,16.28,24
2019-04-06,2019,GAH1,0,23.12,19.28,25.78
2019-04-07,2019,GAH1,0,24.75,20.11,26.72
2019-04-08,2019,GAH1,0,24.03,21,27.39
2019-04-09,2019,GAH1,0,21.48,18.61,26.22
2019-04-10,2019,GAH1,0,24.5,18.61,27.39
2019-04-11,2019,GAH1,0,22.67,16.89,29.28
2019-04-12,2019,GAH1,0,24.81,20.11,28.78
2019-04-13,2019,GAH1,0,25.64,19.11,30.22
2019-04-14,2019,GAH1,0,22.89,21.22,26.11
2019-04-15,2019,GAH1,0,16.5,10.28,21.28
2019-04-16,2019,GAH1,0,15.91,7.61,25.28
2019-04-17,2019,GAH1,0,20.17,13.28,26.61
2019-04-18,2019,GAH1,0,22.81,17.5,28.22
2019-04-19,2019,GAH1,0,21.72,17.11,24.5
2019-04-20,2019,GAH1,0,14.01,9.28,19.61
2019-04-21,2019,GAH1,0,16.8,10.89,23.61
2019-04-22,2019,GAH1,0,18.21,8.22,26.78
2019-04-23,2019,GAH1,0,21.27,11.28,29
2019-04-24,2019,GAH1,0,22.08,16.5,27.61
2019-04-25,2019,GAH1,0,22.12,14,27.39
2019-04-26,2019,GAH1,0,21.08,16.61,25.78
2019-04-27,2019,GAH1,0,18.58,9.89,26.78
2019-04-28,2019,GAH1,0,19.93,9.61,28.28
2019-04-29,2019,GAH1,0,22.56,13,31.11
2019-04-30,2019,GAH1,0,25.14,17.5,30.78
2019-05-01,2019,GAH1,0,26.23,20.89,31.11
2019-05-02,2019,GAH1,0,24.94,19,29.39
2019-05-03,2019,GAH1,0,25.26,20.89,29
2019-05-04,2019,GAH1,0,25.89,22.28,31.39
2019-05-05,2019,GAH1,0,25.09,21.39,27.78
2019-05-06,2019,GAH1,0,23.57,17.5,28.78
2019-05-07,2019,GAH1,0,23.69,14.5,31
2019-05-08,2019,GAH1,0,25.52,19.5,30.28
2019-05-09,2019,GAH1,0,25.15,19.5,30.5
2019-05-10,2019,GAH1,0,26.23,22,29.72
2019-05-11,2019,GAH1,0,26.46,20.28,30.11
2019-05-12,2019,GAH1,0,23.2,19.78,27.5
2019-05-13,2019,GAH1,0,24.98,20.89,26.78
2019-05-14,2019,GAH1,0,20.15,13.78,25.11
2019-05-15,2019,GAH1,0,19.76,12.78,27
2019-05-16,2019,GAH1,0,23.11,16,29.11
2019-05-17,2019,GAH1,0,24.93,19.22,31.28
2019-05-18,2019,GAH1,0,26.16,19.61,32.11
2019-05-19,2019,GAH1,0,25.61,20,31.72
2019-05-20,2019,GAH1,0,25.89,18.89,31.89
2019-05-21,2019,GAH1,0,26.68,19.28,33.72
2019-05-22,2019,GAH1,0,27.34,20.11,34
2019-05-23,2019,GAH1,0,28,21.11,33.22
2019-05-24,2019,GAH1,0,27.38,19.22,33.61
2019-05-25,2019,GAH1,0,27.62,19.39,35.39
2019-05-26,2019,GAH1,0,29.41,23.28,36.72
2019-05-27,2019,GAH1,0,29.95,24.72,35.78
2019-05-28,2019,GAH1,0,29.5,24.5,35.61
2019-05-29,2019,GAH1,0,29.21,24.11,35.5
2019-05-30,2019,GAH1,0,29.61,22.72,34.61
2019-05-31,2019,GAH1,0,28.33,23.28,33.78
2019-06-01,2019,GAH1,0,28.66,21.28,34.61
2019-06-02,2019,GAH1,0,28.59,21.28,34
2019-06-03,2019,GAH1,0,27.87,19.5,35.61
2019-06-04,2019,GAH1,0,29.43,23.22,36.39
2019-06-05,2019,GAH1,0,28.11,22.72,34.61
2019-06-06,2019,GAH1,0,25.03,24.72,25.61
2019-04-12,2019,GAH2,0,21.16,18.89,26.11
2019-04-13,2019,GAH2,4.064,20.98,16.72,28.28
2019-04-14,2019,GAH2,1.524,21.82,20.61,25
2019-04-15,2019,GAH2,0,14.78,8.28,21.72
2019-04-16,2019,GAH2,0,14.55,3.89,23.89
2019-04-17,2019,GAH2,0,17.61,8.28,26.11
2019-04-18,2019,GAH2,23.368,20.19,15,26.11
2019-04-19,2019,GAH2,1.524,19.55,14.39,22.78
2019-04-20,2019,GAH2,0,9.11,7.22,13.89
2019-04-21,2019,GAH2,0,12.97,6.72,22.78
2019-04-22,2019,GAH2,0,16.99,7.22,26.11
2019-04-23,2019,GAH2,0,19.92,11.11,28.28
2019-04-24,2019,GAH2,0.00254,21.87,14.39,28.28
2019-04-25,2019,GAH2,0.508,19.98,16.11,23.89
2019-04-26,2019,GAH2,0,18.52,15,23.28
2019-04-27,2019,GAH2,0,17.33,10,25
2019-04-28,2019,GAH2,0,20.09,13.28,27.78
2019-04-29,2019,GAH2,0,21.46,15,28.28
2019-04-30,2019,GAH2,0,22.5,15,29.39
2019-05-01,2019,GAH2,0,21.72,17.22,27.78
2019-05-02,2019,GAH2,0,22.52,15.61,28.89
2019-05-03,2019,GAH2,1.016,21.98,17.78,28.28
2019-05-04,2019,GAH2,1.778,22.53,17.78,27.78
2019-05-05,2019,GAH2,0,21.14,18.89,26.72
2019-05-06,2019,GAH2,0,21.46,14.39,28.28
2019-05-07,2019,GAH2,0,19.76,15,27.22
2019-05-08,2019,GAH2,0,22.65,18.28,28.89
2019-05-09,2019,GAH2,4.064,22.66,17.22,27.22
2019-05-10,2019,GAH2,13.97,22.26,19.39,28.89
2019-05-11,2019,GAH2,1.016,22.44,20,28.28
2019-05-12,2019,GAH2,0,20,18.28,24.39
2019-05-13,2019,GAH2,0,20.29,17.22,23.89
2019-05-14,2019,GAH2,0,16.85,9.39,23.89
2019-05-15,2019,GAH2,0,17.33,10.61,22.78
2019-05-16,2019,GAH2,0.508,20.69,13.28,29.39
2019-05-17,2019,GAH2,0,23.42,17.22,30.61
2019-05-18,2019,GAH2,0,24.81,17.78,32.22
2019-05-19,2019,GAH2,0,25.4,19.39,31.11
2019-05-20,2019,GAH2,0,24.84,19.39,31.11
2019-05-21,2019,GAH2,0,24.96,16.72,32.78
2019-05-22,2019,GAH2,0,25.27,20,32.22
2019-05-23,2019,GAH2,0,25.56,20.61,32.22
2019-05-24,2019,GAH2,0,27.84,21.11,34.39
2019-05-25,2019,GAH2,0,28.33,22.22,35.61
2019-05-26,2019,GAH2,0,28.43,21.11,35.61
2019-05-27,2019,GAH2,0,27.53,20,34.39
2019-05-28,2019,GAH2,0,28.19,20.61,36.11
2019-05-29,2019,GAH2,0,28.41,21.11,36.11
2019-05-30,2019,GAH2,0,28.51,22.22,34.39
2019-05-31,2019,GAH2,0,26.95,21.72,31.72
2019-06-01,2019,GAH2,0,25.21,16.11,32.22
2019-06-02,2019,GAH2,0,25.27,17.78,32.22
2019-06-03,2019,GAH2,0,26.23,19.39,32.78
2019-06-04,2019,GAH2,0,25.07,21.11,31.11
2019-06-05,2019,GAH2,0.508,25.23,22.78,28.89
2019-06-06,2019,GAH2,17.78,23.63,21.72,26.11
2019-06-07,2019,GAH2,40.386,23.93,21.72,32
2019-06-08,2019,GAH2,4.572,21.05,20,22.22
2019-06-09,2019,GAH2,3.81,22.17,20.61,25.61
2019-06-10,2019,GAH2,14.224,23.63,21.72,27.78
2019-06-11,2019,GAH2,0.00254,24.09,20.61,30
2019-06-12,2019,GAH2,0,20.48,18.89,25
2019-06-13,2019,GAH2,0,20.07,16.72,27.22
2019-06-14,2019,GAH2,0,20.88,12.78,27.22
2019-06-15,2019,GAH2,0,22.17,14.39,30
2019-06-16,2019,GAH2,0,25.4,17.78,32.78
2019-06-17,2019,GAH2,5.334,26.88,21.72,33.28
2019-06-18,2019,GAH2,0.762,25.38,22.78,29.39
2019-06-19,2019,GAH2,10.16,23.91,21.72,30
2019-06-20,2019,GAH2,0,25.3,22.22,30
2019-06-21,2019,GAH2,0.254,26.76,21.11,32.22
2019-06-22,2019,GAH2,0.00254,25.87,19.39,32.78
2019-06-23,2019,GAH2,0,26.19,20.61,33.28
2019-06-24,2019,GAH2,4.826,25.55,20,31.72
2019-06-25,2019,GAH2,0,24.22,20,30
2019-06-26,2019,GAH2,0,25.72,20,31.11
2019-06-27,2019,GAH2,0,25.74,21.72,30.61
2019-06-28,2019,GAH2,0,25.86,19.39,32.22
2019-06-29,2019,GAH2,0,25.96,20,31.72
2019-06-30,2019,GAH2,0,27.01,21.72,33.89
2019-07-01,2019,GAH2,0,28.53,22.22,35.61
2019-07-02,2019,GAH2,0,28.91,21.72,35.61
2019-07-03,2019,GAH2,0,29.08,23.28,35.61
2019-07-04,2019,GAH2,0,29.03,23.28,35
2019-07-05,2019,GAH2,3.302,27.7,21.72,34.39
2019-07-06,2019,GAH2,0,25.34,22,33.28
2019-07-07,2019,GAH2,0,27.55,23.28,33.89
2019-07-08,2019,GAH2,0.762,28.54,22.78,35.61
2019-07-09,2019,GAH2,0.00254,26.79,23.28,32.22
2019-07-10,2019,GAH2,1.016,27.65,23.89,33.28
2019-07-11,2019,GAH2,1.016,26.66,22.78,33.28
2019-07-12,2019,GAH2,0,27.73,23.28,34.39
2019-07-13,2019,GAH2,0,28.02,23.28,32.78
2019-07-14,2019,GAH2,0,27.41,22.78,35
2019-07-15,2019,GAH2,0,28.5,21.72,36.11
2019-07-16,2019,GAH2,5.334,29.42,22.78,36.72
2019-07-17,2019,GAH2,0,27.81,21.72,36.11
2019-07-18,2019,GAH2,12.954,27.25,22.78,33.89
2019-07-19,2019,GAH2,0,26.36,22.78,34.39
2019-07-20,2019,GAH2,0,24.9,22.22,31.72
2019-07-21,2019,GAH2,5.842,26.78,21.72,32.78
2019-07-22,2019,GAH2,0.508,27.26,22.22,32.78
2019-07-23,2019,GAH2,0.00254,24.67,22.78,28.28
2019-07-24,2019,GAH2,0,23.44,17.78,29.39
2019-07-25,2019,GAH2,0,23.47,17.22,30.61
2019-07-26,2019,GAH2,0,24.32,18.28,31.11
2019-07-27,2019,GAH2,0,25.14,18.28,31.72
2019-07-28,2019,GAH2,0,25.17,19.39,31.72
2019-07-29,2019,GAH2,0,26.36,20,33.89
2019-07-30,2019,GAH2,1.016,26.44,19.39,34.39
2019-07-31,2019,GAH2,0,25.54,21.11,31.72
2019-08-01,2019,GAH2,4.826,26.84,20.61,34.39
2019-08-02,2019,GAH2,2.032,24.38,20.61,31.72
2019-08-03,2019,GAH2,70.104,25.83,21.72,31.72
2019-08-04,2019,GAH2,10.922,23.33,20,28.89
2019-08-05,2019,GAH2,0.254,23.49,20.61,31.72
2019-08-06,2019,GAH2,0,23.74,19.39,32.22
2019-08-07,2019,GAH2,2.286,27.28,21.72,33.89
2019-08-08,2019,GAH2,0,26.54,21.72,33.28
2019-08-09,2019,GAH2,0.00254,28.2,21.72,34.39
2019-08-10,2019,GAH2,0,27.92,22.78,33.89
2019-08-11,2019,GAH2,0,28.09,23.28,34.39
2019-08-12,2019,GAH2,0,28.29,22.78,33.89
2019-08-13,2019,GAH2,13.716,29.66,23.89,35.61
2019-08-14,2019,GAH2,0.00254,25.8,21.72,33.89
